Train step=100, Max Q=9.994115829467773, Max target Q=10.191003799438477, Loss = 1.7285698652267456
Train step=200, Max Q=10.533520698547363, Max target Q=10.20766544342041, Loss = 1.7491179704666138
Train step=300, Max Q=10.459614753723145, Max target Q=10.228099822998047, Loss = 1.636322021484375
Train step=400, Max Q=10.477005004882812, Max target Q=11.919881820678711, Loss = 1.4500550031661987
Train step=500, Max Q=10.796099662780762, Max target Q=12.044012069702148, Loss = 1.5774085521697998
Train step=600, Max Q=9.450825691223145, Max target Q=9.302759170532227, Loss = 0.9570745229721069
Train step=700, Max Q=9.230010032653809, Max target Q=9.815711975097656, Loss = 1.1091530323028564
Train step=800, Max Q=10.188404083251953, Max target Q=10.198806762695312, Loss = 0.8960467576980591
Train step=900, Max Q=10.01691722869873, Max target Q=10.451859474182129, Loss = 0.981582522392273
Train step=1000, Max Q=10.108699798583984, Max target Q=9.832706451416016, Loss = 0.9608855247497559
Train step=1100, Max Q=9.48100471496582, Max target Q=10.22309684753418, Loss = 0.7543208599090576
Train step=1200, Max Q=10.291386604309082, Max target Q=10.250923156738281, Loss = 0.846589207649231
Train step=1300, Max Q=10.277118682861328, Max target Q=10.982705116271973, Loss = 0.9683595299720764
Train step=1400, Max Q=9.359457969665527, Max target Q=10.304356575012207, Loss = 0.8513926267623901
Train step=1500, Max Q=9.90787124633789, Max target Q=9.935336112976074, Loss = 0.6728055477142334
Train step=1600, Max Q=10.287961959838867, Max target Q=10.39434814453125, Loss = 0.46473228931427
Train step=1700, Max Q=9.418722152709961, Max target Q=9.862957000732422, Loss = 0.5040679574012756
Train step=1800, Max Q=9.858200073242188, Max target Q=9.959208488464355, Loss = 0.5741913318634033
Train step=1900, Max Q=9.433897972106934, Max target Q=9.717726707458496, Loss = 0.6244031190872192
Train step=2000, Max Q=9.518471717834473, Max target Q=9.84493637084961, Loss = 0.5505713820457458
Train step=2100, Max Q=10.96602725982666, Max target Q=11.285863876342773, Loss = 0.559642493724823
Train step=2200, Max Q=9.820394515991211, Max target Q=9.824636459350586, Loss = 0.5359416007995605
Train step=2300, Max Q=9.91046142578125, Max target Q=9.825007438659668, Loss = 0.5971043109893799
Train step=2400, Max Q=10.105396270751953, Max target Q=9.960296630859375, Loss = 0.487062931060791
Train step=2500, Max Q=9.86355209350586, Max target Q=10.10574722290039, Loss = 0.6016771197319031
Train step=2600, Max Q=9.143463134765625, Max target Q=9.210493087768555, Loss = 0.3540855646133423
Train step=2700, Max Q=8.996659278869629, Max target Q=9.723647117614746, Loss = 0.41081205010414124
Train step=2800, Max Q=9.456218719482422, Max target Q=9.723647117614746, Loss = 0.5443455576896667
Train step=2900, Max Q=9.577062606811523, Max target Q=10.676473617553711, Loss = 0.31088823080062866
Train step=3000, Max Q=9.460698127746582, Max target Q=9.727252006530762, Loss = 0.37149739265441895
Train step=3100, Max Q=9.836085319519043, Max target Q=9.57069206237793, Loss = 0.3848901689052582
Train step=3200, Max Q=9.434751510620117, Max target Q=9.570849418640137, Loss = 0.3391617238521576
Train step=3300, Max Q=9.796079635620117, Max target Q=10.539580345153809, Loss = 0.24916884303092957
Train step=3400, Max Q=9.355644226074219, Max target Q=9.214570999145508, Loss = 0.3502686321735382
Train step=3500, Max Q=9.992597579956055, Max target Q=9.94810676574707, Loss = 0.42312535643577576
Train step=3600, Max Q=9.696526527404785, Max target Q=10.23181438446045, Loss = 0.32047319412231445
Train step=3700, Max Q=9.009251594543457, Max target Q=9.317240715026855, Loss = 0.38951748609542847
Train step=3800, Max Q=9.974126815795898, Max target Q=10.231804847717285, Loss = 0.3965471386909485
Train step=3900, Max Q=9.511103630065918, Max target Q=9.584271430969238, Loss = 0.34281718730926514
Train step=4000, Max Q=10.17690658569336, Max target Q=10.163884162902832, Loss = 0.302435040473938
Train step=4100, Max Q=9.739909172058105, Max target Q=9.615650177001953, Loss = 0.3990916609764099
Train step=4200, Max Q=8.647412300109863, Max target Q=9.689214706420898, Loss = 0.20323210954666138
Train step=4300, Max Q=9.516369819641113, Max target Q=9.75529670715332, Loss = 0.2279510647058487
Train step=4400, Max Q=8.66923999786377, Max target Q=8.965786933898926, Loss = 0.3293698728084564
Train step=4500, Max Q=9.303485870361328, Max target Q=10.117526054382324, Loss = 0.28448784351348877
Train step=4600, Max Q=9.670451164245605, Max target Q=9.714783668518066, Loss = 0.33386775851249695
Train step=4700, Max Q=10.58975887298584, Max target Q=10.472798347473145, Loss = 0.2734523117542267
Train step=4800, Max Q=9.624960899353027, Max target Q=9.83321762084961, Loss = 0.23403508961200714
Train step=4900, Max Q=9.588693618774414, Max target Q=9.71438980102539, Loss = 0.2394666075706482
Train step=5000, Max Q=9.286040306091309, Max target Q=9.359137535095215, Loss = 0.2421673983335495
Train step=5100, Max Q=10.10395622253418, Max target Q=10.325523376464844, Loss = 0.267190545797348
Train step=5200, Max Q=8.624486923217773, Max target Q=8.922516822814941, Loss = 0.2656506896018982
Train step=5300, Max Q=9.181126594543457, Max target Q=9.469761848449707, Loss = 0.1798763871192932
Train step=5400, Max Q=9.447273254394531, Max target Q=9.470585823059082, Loss = 0.2017788589000702
Train step=5500, Max Q=9.056710243225098, Max target Q=9.338846206665039, Loss = 0.33693796396255493
Train step=5600, Max Q=8.626240730285645, Max target Q=8.807930946350098, Loss = 0.24101316928863525
Train step=5700, Max Q=9.792872428894043, Max target Q=9.989093780517578, Loss = 0.22506438195705414
Train step=5800, Max Q=9.506730079650879, Max target Q=9.838932991027832, Loss = 0.2814190983772278
Train step=5900, Max Q=10.449399948120117, Max target Q=10.175015449523926, Loss = 0.22980749607086182
Train step=6000, Max Q=9.888883590698242, Max target Q=9.989110946655273, Loss = 0.23933106660842896
Train step=6100, Max Q=9.45004940032959, Max target Q=9.953679084777832, Loss = 0.20417287945747375
Train step=6200, Max Q=8.524651527404785, Max target Q=8.740233421325684, Loss = 0.1703229546546936
Train step=6300, Max Q=9.055004119873047, Max target Q=9.572443962097168, Loss = 0.15998323261737823
Train step=6400, Max Q=9.696736335754395, Max target Q=10.89942455291748, Loss = 0.2757647633552551
Train step=6500, Max Q=9.16661262512207, Max target Q=9.502214431762695, Loss = 0.1548512578010559
Train step=6600, Max Q=8.963842391967773, Max target Q=9.001066207885742, Loss = 0.15167155861854553
Train step=6700, Max Q=9.192083358764648, Max target Q=9.27758502960205, Loss = 0.17876577377319336
Train step=6800, Max Q=9.9686279296875, Max target Q=10.912525177001953, Loss = 0.24454182386398315
Train step=6900, Max Q=9.475757598876953, Max target Q=9.734814643859863, Loss = 0.20163732767105103
Train step=7000, Max Q=10.144264221191406, Max target Q=9.783806800842285, Loss = 0.2648508548736572
