Train step=100, Max Q=6.569090843200684, Max target Q=8.96635913848877, Loss = 0.9949154853820801
Train step=200, Max Q=7.251725673675537, Max target Q=9.012323379516602, Loss = 1.0544382333755493
Train step=300, Max Q=7.074148654937744, Max target Q=8.150262832641602, Loss = 0.9936894178390503
Train step=400, Max Q=7.453711032867432, Max target Q=8.556918144226074, Loss = 0.9892622232437134
Train step=500, Max Q=7.338883876800537, Max target Q=8.263543128967285, Loss = 0.8379619121551514
Train step=600, Max Q=5.797092437744141, Max target Q=7.00657320022583, Loss = 0.4118901491165161
Train step=700, Max Q=5.270232200622559, Max target Q=6.754600524902344, Loss = 0.48941153287887573
Train step=800, Max Q=4.855001926422119, Max target Q=6.0095672607421875, Loss = 0.45937374234199524
Train step=900, Max Q=5.104704856872559, Max target Q=6.874419212341309, Loss = 0.48246335983276367
Train step=1000, Max Q=5.610776901245117, Max target Q=7.0199408531188965, Loss = 0.43394458293914795
Train step=1100, Max Q=6.2815093994140625, Max target Q=6.393272399902344, Loss = 0.3019992709159851
Train step=1200, Max Q=6.788971424102783, Max target Q=6.719367027282715, Loss = 0.28768208622932434
Train step=1300, Max Q=7.071115016937256, Max target Q=6.372354030609131, Loss = 0.31167030334472656
Train step=1400, Max Q=5.674814224243164, Max target Q=6.545609951019287, Loss = 0.2275506854057312
Train step=1500, Max Q=5.108638286590576, Max target Q=5.59019660949707, Loss = 0.2921479046344757
Train step=1600, Max Q=4.9270710945129395, Max target Q=5.815051078796387, Loss = 0.16384586691856384
Train step=1700, Max Q=6.92457914352417, Max target Q=6.4766387939453125, Loss = 0.2098914533853531
Train step=1800, Max Q=5.45477294921875, Max target Q=5.895788192749023, Loss = 0.19496849179267883
Train step=1900, Max Q=5.601668357849121, Max target Q=5.417166233062744, Loss = 0.18850454688072205
Train step=2000, Max Q=5.6900224685668945, Max target Q=6.144370079040527, Loss = 0.2613944411277771
Train step=2100, Max Q=6.594123840332031, Max target Q=6.754150390625, Loss = 0.1371506005525589
Train step=2200, Max Q=6.151335716247559, Max target Q=6.1656293869018555, Loss = 0.21289120614528656
Train step=2300, Max Q=5.478930473327637, Max target Q=5.793509483337402, Loss = 0.1893908977508545
Train step=2400, Max Q=5.676923751831055, Max target Q=6.185479640960693, Loss = 0.10823425650596619
Train step=2500, Max Q=5.6504011154174805, Max target Q=5.868270397186279, Loss = 0.17775636911392212
Train step=2600, Max Q=5.669299125671387, Max target Q=6.383324146270752, Loss = 0.1010601669549942
Train step=2700, Max Q=6.632296562194824, Max target Q=6.373787879943848, Loss = 0.13126757740974426
Train step=2800, Max Q=5.706955432891846, Max target Q=6.407591342926025, Loss = 0.10112927109003067
Train step=2900, Max Q=5.81606912612915, Max target Q=6.30516242980957, Loss = 0.14853009581565857
Train step=3000, Max Q=6.04802942276001, Max target Q=6.1378655433654785, Loss = 0.1161503866314888
Train step=3100, Max Q=6.970975399017334, Max target Q=7.368312358856201, Loss = 0.08362306654453278
Train step=3200, Max Q=7.1459431648254395, Max target Q=6.915865421295166, Loss = 0.1402243822813034
Train step=3300, Max Q=5.803561210632324, Max target Q=6.749660491943359, Loss = 0.09521014243364334
Train step=3400, Max Q=7.169114112854004, Max target Q=7.215003490447998, Loss = 0.11784282326698303
Train step=3500, Max Q=7.654787540435791, Max target Q=7.5367841720581055, Loss = 0.1277874857187271
Train step=3600, Max Q=6.440981864929199, Max target Q=6.810906410217285, Loss = 0.1615816056728363
Train step=3700, Max Q=7.038575649261475, Max target Q=6.927538871765137, Loss = 0.1147291362285614
Train step=3800, Max Q=5.991270065307617, Max target Q=6.348203182220459, Loss = 0.0955606997013092
Train step=3900, Max Q=8.16520881652832, Max target Q=8.107196807861328, Loss = 0.11248922348022461
Train step=4000, Max Q=6.557647705078125, Max target Q=6.923303604125977, Loss = 0.10211171209812164
Train step=4100, Max Q=6.990997314453125, Max target Q=6.816669940948486, Loss = 0.07159288227558136
Train step=4200, Max Q=7.0392937660217285, Max target Q=6.8652262687683105, Loss = 0.08768525719642639
Train step=4300, Max Q=6.472812652587891, Max target Q=6.646214485168457, Loss = 0.08591295033693314
Train step=4400, Max Q=6.861570358276367, Max target Q=6.842041015625, Loss = 0.05022341012954712
Train step=4500, Max Q=6.5651373863220215, Max target Q=6.231631755828857, Loss = 0.08103618025779724
Train step=4600, Max Q=7.033670902252197, Max target Q=7.318681240081787, Loss = 0.0947156697511673
Train step=4700, Max Q=6.131950378417969, Max target Q=6.539407253265381, Loss = 0.11304271221160889
Train step=4800, Max Q=6.713581085205078, Max target Q=7.149683952331543, Loss = 0.1506398618221283
Train step=4900, Max Q=6.336082458496094, Max target Q=6.487876892089844, Loss = 0.07762888073921204
Train step=5000, Max Q=6.531111717224121, Max target Q=6.640092849731445, Loss = 0.0706469863653183
Train step=5100, Max Q=6.814335346221924, Max target Q=7.14219856262207, Loss = 0.0764499083161354
Train step=5200, Max Q=7.122766971588135, Max target Q=7.047447681427002, Loss = 0.15395179390907288
Train step=5300, Max Q=6.504425048828125, Max target Q=6.654277801513672, Loss = 0.07850823551416397
Train step=5400, Max Q=7.144130229949951, Max target Q=6.923264503479004, Loss = 0.0631106048822403
Train step=5500, Max Q=6.8417768478393555, Max target Q=7.225917816162109, Loss = 0.09333451092243195
Train step=5600, Max Q=7.001993179321289, Max target Q=7.363860130310059, Loss = 0.07801762968301773
Train step=5700, Max Q=6.492000579833984, Max target Q=6.640632629394531, Loss = 0.07478801161050797
Train step=5800, Max Q=7.175031661987305, Max target Q=7.20302677154541, Loss = 0.06512090563774109
Train step=5900, Max Q=6.863611698150635, Max target Q=7.0579657554626465, Loss = 0.0595056377351284
Train step=6000, Max Q=7.509084224700928, Max target Q=7.578684329986572, Loss = 0.08853201568126678
Train step=6100, Max Q=6.411534309387207, Max target Q=6.867812633514404, Loss = 0.08517227321863174
Train step=6200, Max Q=7.047399520874023, Max target Q=7.454977512359619, Loss = 0.06421387195587158
Train step=6300, Max Q=7.387049674987793, Max target Q=7.380806922912598, Loss = 0.04736673831939697
Train step=6400, Max Q=6.406594753265381, Max target Q=6.947536468505859, Loss = 0.03712431713938713
Train step=6500, Max Q=6.464505195617676, Max target Q=7.510845184326172, Loss = 0.09211549162864685
Train step=6600, Max Q=6.470923900604248, Max target Q=6.8670334815979, Loss = 0.06521331518888474
Train step=6700, Max Q=6.248991966247559, Max target Q=6.872616291046143, Loss = 0.05774115025997162
Train step=6800, Max Q=6.812980651855469, Max target Q=7.118782043457031, Loss = 0.08620265126228333
Train step=6900, Max Q=7.5196733474731445, Max target Q=7.292011737823486, Loss = 0.07066040486097336
Train step=7000, Max Q=6.736111640930176, Max target Q=6.9440131187438965, Loss = 0.04673834517598152
Train step=7100, Max Q=6.893271446228027, Max target Q=7.027914524078369, Loss = 0.06665247678756714
Train step=100, Max Q=7.548184871673584, Max target Q=6.798530578613281, Loss = 0.7494297027587891
Train step=200, Max Q=7.017274856567383, Max target Q=6.804285526275635, Loss = 0.78059321641922
Train step=300, Max Q=6.705158233642578, Max target Q=6.878523826599121, Loss = 0.7287915945053101
Train step=400, Max Q=7.2334675788879395, Max target Q=6.644949913024902, Loss = 0.5322926640510559
Train step=500, Max Q=6.6117939949035645, Max target Q=6.893475532531738, Loss = 0.5783776044845581
Train step=600, Max Q=6.600160121917725, Max target Q=6.954282283782959, Loss = 0.4564129412174225
Train step=700, Max Q=7.4470343589782715, Max target Q=7.058154106140137, Loss = 0.3827369213104248
Train step=800, Max Q=7.2026872634887695, Max target Q=7.514476299285889, Loss = 0.33606278896331787
Train step=900, Max Q=7.107299327850342, Max target Q=7.099959850311279, Loss = 0.3209843635559082
Train step=1000, Max Q=6.930883884429932, Max target Q=6.777797698974609, Loss = 0.28927290439605713
Train step=1100, Max Q=7.071786880493164, Max target Q=7.042431831359863, Loss = 0.21770742535591125
Train step=1200, Max Q=7.4255805015563965, Max target Q=7.274959564208984, Loss = 0.2323346883058548
Train step=1300, Max Q=7.396388530731201, Max target Q=7.298417091369629, Loss = 0.2235037088394165
Train step=1400, Max Q=6.920557975769043, Max target Q=7.274959564208984, Loss = 0.23001617193222046
Train step=1500, Max Q=6.692276477813721, Max target Q=7.118131637573242, Loss = 0.17124643921852112
Train step=1600, Max Q=7.532793998718262, Max target Q=7.611076831817627, Loss = 0.16851173341274261
Train step=1700, Max Q=7.317243576049805, Max target Q=7.673328876495361, Loss = 0.17453505098819733
Train step=1800, Max Q=7.199938774108887, Max target Q=7.673330307006836, Loss = 0.2216307818889618
Train step=1900, Max Q=7.579204559326172, Max target Q=7.622976779937744, Loss = 0.12615308165550232
Train step=2000, Max Q=7.623449325561523, Max target Q=8.021550178527832, Loss = 0.1578206568956375
Train step=2100, Max Q=7.638107776641846, Max target Q=7.571310043334961, Loss = 0.13649284839630127
Train step=2200, Max Q=7.334512710571289, Max target Q=7.489184856414795, Loss = 0.12043510377407074
Train step=2300, Max Q=7.217062473297119, Max target Q=7.378320693969727, Loss = 0.08498889952898026
Train step=2400, Max Q=7.876984596252441, Max target Q=7.751901149749756, Loss = 0.1351768523454666
Train step=2500, Max Q=7.723605632781982, Max target Q=7.806586265563965, Loss = 0.07034827023744583
Train step=2600, Max Q=7.906155109405518, Max target Q=7.934426307678223, Loss = 0.12554216384887695
Train step=2700, Max Q=8.313529014587402, Max target Q=7.546960830688477, Loss = 0.15511441230773926
Train step=2800, Max Q=7.537801265716553, Max target Q=7.60568380355835, Loss = 0.10552936792373657
Train step=2900, Max Q=7.645251750946045, Max target Q=7.897238731384277, Loss = 0.09192009270191193
Train step=3000, Max Q=7.631211280822754, Max target Q=7.54863166809082, Loss = 0.04984051734209061
Train step=3100, Max Q=7.166383743286133, Max target Q=7.192185878753662, Loss = 0.0690915435552597
Train step=3200, Max Q=7.161229133605957, Max target Q=7.333623886108398, Loss = 0.08320002257823944
Train step=3300, Max Q=7.164424419403076, Max target Q=7.559713363647461, Loss = 0.07867294549942017
Train step=3400, Max Q=7.222268581390381, Max target Q=7.346027374267578, Loss = 0.15150733292102814
Train step=3500, Max Q=7.179675579071045, Max target Q=7.212066650390625, Loss = 0.07115575671195984
Train step=3600, Max Q=6.970831871032715, Max target Q=7.198455810546875, Loss = 0.08398038148880005
Train step=3700, Max Q=7.09975528717041, Max target Q=7.132626533508301, Loss = 0.11102896928787231
Train step=3800, Max Q=7.333350658416748, Max target Q=7.3529953956604, Loss = 0.052630018442869186
Train step=3900, Max Q=7.500508785247803, Max target Q=7.578227996826172, Loss = 0.05565435439348221
Train step=4000, Max Q=7.460948944091797, Max target Q=7.410519599914551, Loss = 0.040322355926036835
Train step=4100, Max Q=7.139407634735107, Max target Q=7.163733959197998, Loss = 0.050040580332279205
Train step=4200, Max Q=7.449526786804199, Max target Q=7.413577556610107, Loss = 0.0742320641875267
Train step=4300, Max Q=7.3468194007873535, Max target Q=7.4855055809021, Loss = 0.12713193893432617
Train step=4400, Max Q=7.237981796264648, Max target Q=7.413581848144531, Loss = 0.07267826050519943
Train step=4500, Max Q=7.240632057189941, Max target Q=7.485424041748047, Loss = 0.07554824650287628
Train step=4600, Max Q=7.631826400756836, Max target Q=7.706779956817627, Loss = 0.027382321655750275
Train step=4700, Max Q=7.49211311340332, Max target Q=7.433149337768555, Loss = 0.056206461042165756
Train step=4800, Max Q=7.0842084884643555, Max target Q=7.221151828765869, Loss = 0.04879195615649223
Train step=4900, Max Q=7.841876029968262, Max target Q=7.706752777099609, Loss = 0.0430728904902935
Train step=5000, Max Q=7.083795547485352, Max target Q=7.290199279785156, Loss = 0.04889219254255295
Train step=5100, Max Q=7.131884574890137, Max target Q=7.305135726928711, Loss = 0.07111550867557526
Train step=5200, Max Q=7.436131954193115, Max target Q=7.439465522766113, Loss = 0.024120552465319633
Train step=5300, Max Q=7.201693058013916, Max target Q=7.489099979400635, Loss = 0.06793159246444702
Train step=5400, Max Q=7.220189094543457, Max target Q=7.439428329467773, Loss = 0.054555296897888184
Train step=5500, Max Q=7.271175861358643, Max target Q=7.305142879486084, Loss = 0.02754465490579605
Train step=5600, Max Q=7.576240539550781, Max target Q=7.754968643188477, Loss = 0.01732131466269493
Train step=5700, Max Q=7.429536819458008, Max target Q=7.454403400421143, Loss = 0.07108592987060547
Train step=5800, Max Q=7.29745626449585, Max target Q=7.303745269775391, Loss = 0.019590290263295174
Train step=5900, Max Q=7.23623514175415, Max target Q=7.350330352783203, Loss = 0.034697890281677246
Train step=6000, Max Q=7.328453540802002, Max target Q=7.400841236114502, Loss = 0.03858337923884392
Train step=6100, Max Q=7.2144904136657715, Max target Q=7.189009666442871, Loss = 0.01871219277381897
Train step=6200, Max Q=7.255719184875488, Max target Q=7.1643548011779785, Loss = 0.050097398459911346
Train step=6300, Max Q=7.1712164878845215, Max target Q=7.355880260467529, Loss = 0.037046585232019424
Train step=6400, Max Q=7.234372615814209, Max target Q=7.238372325897217, Loss = 0.025379981845617294
Train step=6500, Max Q=7.10783576965332, Max target Q=7.238250255584717, Loss = 0.02676454186439514
Train step=6600, Max Q=6.916975975036621, Max target Q=7.054910182952881, Loss = 0.02523130364716053
Train step=6700, Max Q=7.184031963348389, Max target Q=7.202918529510498, Loss = 0.038827598094940186
Train step=6800, Max Q=7.341885089874268, Max target Q=7.202369213104248, Loss = 0.05343424528837204
Train step=6900, Max Q=7.148647785186768, Max target Q=7.20219612121582, Loss = 0.025021668523550034
Train step=7000, Max Q=7.230534076690674, Max target Q=7.377262592315674, Loss = 0.041749320924282074
Train step=7100, Max Q=7.063687324523926, Max target Q=7.1607279777526855, Loss = 0.0387672521173954
Train step=7200, Max Q=7.348851680755615, Max target Q=7.4857635498046875, Loss = 0.021374646574258804
Train step=7300, Max Q=7.192538738250732, Max target Q=7.305384159088135, Loss = 0.01597536727786064
Train step=7400, Max Q=7.560740947723389, Max target Q=7.486119747161865, Loss = 0.017961710691452026
Train step=7500, Max Q=7.208910942077637, Max target Q=7.2173638343811035, Loss = 0.01775507628917694
Train step=7600, Max Q=7.075503349304199, Max target Q=7.248627662658691, Loss = 0.026132892817258835
Train step=7700, Max Q=6.893457889556885, Max target Q=7.092523574829102, Loss = 0.06070919334888458
Train step=7800, Max Q=7.050963401794434, Max target Q=7.205298900604248, Loss = 0.03165242075920105
Train step=7900, Max Q=6.957595348358154, Max target Q=7.100607395172119, Loss = 0.01965872384607792
Train step=8000, Max Q=7.062859535217285, Max target Q=7.238686561584473, Loss = 0.015088886953890324
Train step=8100, Max Q=7.303564071655273, Max target Q=7.375633239746094, Loss = 0.010903561487793922
Train step=8200, Max Q=7.2993059158325195, Max target Q=7.375821590423584, Loss = 0.03236943110823631
Train step=8300, Max Q=8.145441055297852, Max target Q=8.491552352905273, Loss = 0.056117139756679535
Train step=8400, Max Q=7.364813327789307, Max target Q=7.230648517608643, Loss = 0.06083112955093384
Train step=8500, Max Q=7.007291316986084, Max target Q=6.991575717926025, Loss = 0.03458799049258232
Train step=8600, Max Q=7.197594165802002, Max target Q=7.1605224609375, Loss = 0.019215304404497147
Train step=8700, Max Q=7.407449722290039, Max target Q=7.618110656738281, Loss = 0.020460406318306923
Train step=8800, Max Q=8.214848518371582, Max target Q=9.04556655883789, Loss = 0.015974879264831543
Train step=8900, Max Q=6.749300003051758, Max target Q=6.886537075042725, Loss = 0.01406559906899929
Train step=9000, Max Q=6.924872398376465, Max target Q=6.998221397399902, Loss = 0.02693641372025013
Train step=9100, Max Q=7.178847312927246, Max target Q=7.344332695007324, Loss = 0.01321372203528881
Train step=9200, Max Q=7.339262962341309, Max target Q=7.3445892333984375, Loss = 0.01988344080746174
Train step=9300, Max Q=7.063144207000732, Max target Q=7.178718566894531, Loss = 0.01901407167315483
Train step=9400, Max Q=7.047725677490234, Max target Q=7.227490425109863, Loss = 0.017008250579237938
Train step=9500, Max Q=6.961616516113281, Max target Q=7.081387519836426, Loss = 0.006927971728146076
Train step=9600, Max Q=7.037520408630371, Max target Q=7.000601768493652, Loss = 0.027635110542178154
Train step=9700, Max Q=6.888803482055664, Max target Q=7.017695903778076, Loss = 0.031844064593315125
Train step=9800, Max Q=6.9729509353637695, Max target Q=7.017695903778076, Loss = 0.02261967584490776
Train step=9900, Max Q=6.964226722717285, Max target Q=6.844660758972168, Loss = 0.020611723884940147
Train step=10000, Max Q=6.912252902984619, Max target Q=7.468659400939941, Loss = 0.036100175231695175
Train step=10100, Max Q=6.804966926574707, Max target Q=6.899058818817139, Loss = 0.00795721635222435
Train step=10200, Max Q=7.104047775268555, Max target Q=7.072804927825928, Loss = 0.026086147874593735
Train step=10300, Max Q=6.744495391845703, Max target Q=6.785078525543213, Loss = 0.022252924740314484
Train step=10400, Max Q=6.951141357421875, Max target Q=7.405111312866211, Loss = 0.022579360753297806
Train step=10500, Max Q=6.8250322341918945, Max target Q=6.967889785766602, Loss = 0.010795075446367264
Train step=10600, Max Q=7.10922908782959, Max target Q=7.170778751373291, Loss = 0.01518821157515049
Train step=10700, Max Q=6.974530220031738, Max target Q=6.99414587020874, Loss = 0.04573804885149002
Train step=10800, Max Q=6.932077407836914, Max target Q=7.076454162597656, Loss = 0.03700501471757889
