Train step=100, Max Q=9.80510425567627, Max target Q=11.535757064819336, Loss = 2.0627126693725586
Train step=200, Max Q=9.476895332336426, Max target Q=10.435964584350586, Loss = 1.607292890548706
Train step=300, Max Q=10.48530101776123, Max target Q=10.860111236572266, Loss = 1.625200629234314
Train step=400, Max Q=9.3132963180542, Max target Q=10.822497367858887, Loss = 1.435563564300537
Train step=500, Max Q=10.185665130615234, Max target Q=10.028276443481445, Loss = 1.4675469398498535
Train step=600, Max Q=12.258427619934082, Max target Q=11.406535148620605, Loss = 1.1741743087768555
Train step=700, Max Q=11.644608497619629, Max target Q=11.777076721191406, Loss = 1.172276496887207
Train step=800, Max Q=12.460678100585938, Max target Q=11.552338600158691, Loss = 1.1575217247009277
Train step=900, Max Q=11.70246696472168, Max target Q=11.201897621154785, Loss = 1.1169469356536865
Train step=1000, Max Q=11.424403190612793, Max target Q=10.834813117980957, Loss = 1.0244797468185425
Train step=1100, Max Q=10.544210433959961, Max target Q=10.910476684570312, Loss = 0.8227535486221313
Train step=1200, Max Q=10.358407020568848, Max target Q=10.681854248046875, Loss = 0.6997640132904053
Train step=1300, Max Q=10.661833763122559, Max target Q=10.732629776000977, Loss = 0.7614247798919678
Train step=1400, Max Q=10.089189529418945, Max target Q=10.539752006530762, Loss = 0.8116291761398315
Train step=1500, Max Q=10.866978645324707, Max target Q=10.732892036437988, Loss = 0.7776405215263367
Train step=1600, Max Q=10.102428436279297, Max target Q=10.734465599060059, Loss = 0.5405887365341187
Train step=1700, Max Q=11.08371353149414, Max target Q=11.325448989868164, Loss = 0.7797735929489136
Train step=1800, Max Q=10.355141639709473, Max target Q=11.02138900756836, Loss = 0.5258907079696655
Train step=1900, Max Q=11.848573684692383, Max target Q=11.94395637512207, Loss = 0.7807636260986328
Train step=2000, Max Q=10.738715171813965, Max target Q=11.108321189880371, Loss = 0.5353524684906006
Train step=2100, Max Q=10.962606430053711, Max target Q=11.099272727966309, Loss = 0.5609431266784668
Train step=2200, Max Q=11.05537223815918, Max target Q=11.170243263244629, Loss = 0.5549290180206299
Train step=2300, Max Q=11.120555877685547, Max target Q=11.476205825805664, Loss = 0.5091595649719238
Train step=2400, Max Q=10.489702224731445, Max target Q=11.087124824523926, Loss = 0.6955475807189941
Train step=2500, Max Q=11.126090049743652, Max target Q=11.898908615112305, Loss = 0.6153602600097656
Train step=2600, Max Q=11.421984672546387, Max target Q=11.917508125305176, Loss = 0.46687036752700806
Train step=2700, Max Q=10.906681060791016, Max target Q=11.498184204101562, Loss = 0.4426012933254242
Train step=2800, Max Q=11.821724891662598, Max target Q=12.196959495544434, Loss = 0.5663837194442749
Train step=2900, Max Q=10.06088638305664, Max target Q=10.573701858520508, Loss = 0.5709303021430969
Train step=3000, Max Q=11.642921447753906, Max target Q=11.199810981750488, Loss = 0.5800533294677734
Train step=3100, Max Q=11.791049003601074, Max target Q=11.63123607635498, Loss = 0.418897420167923
Train step=3200, Max Q=10.405387878417969, Max target Q=10.345019340515137, Loss = 0.3501902222633362
Train step=3300, Max Q=10.390542030334473, Max target Q=10.839855194091797, Loss = 0.4391300678253174
